Roll number,Rarity,Operator
4,4,Gummy
5,3,Plume
6,4,Cuora
7,4,Utage
8,4,Roberta
9,4,Shaw
10,5,Franka
11,4,Gravel
12,4,Jackie
13,4,Vermeil
14,4,Mousse
15,3,Orchid
16,4,Cutter
17,4,Doberman
18,3,Orchid
19,4,Perfumer
20,5,Skyfire
21,3,Plume
22,4,Myrtle
23,3,Lava
24,3,Vanilla
25,5,Proviso
26,4,Aciddrop
27,3,Midnight
28,4,Podenco
29,3,Midnight
30,4,Arene
31,3,Kroos
32,4,Matoimaru
33,4,Shaw
34,4,Vigna
35,4,Scavenger
36,3,Midnight
37,3,Lava
38,4,Earthspirit
39,3,Ansel
40,3,Spot
41,4,Cuora
42,4,Arene
43,3,Lava
44,3,Popukar
45,5,Waai Fu
46,4,Roberta
47,4,Myrtle
48,4,Jessica
49,3,Midnight
50,4,Cutter
51,4,Arene
52,5,Franka
53,6,Irene
54,4,Vigna
55,4,Doberman
56,4,Rope
57,3,Fang
58,4,Click
59,4,Cuora
60,4,Arene
61,4,Roberta
62,4,Utage
63,3,Vanilla
64,4,Arene
65,4,Haze
66,4,Vermeil
67,3,Popukar
68,4,Myrrh
69,4,Jessica
70,4,Greyy
71,3,Ansel
72,3,Midnight
73,5,Proviso
74,4,Myrtle
75,4,Pinecone
76,6,Nightingale
77,3,Beagle
78,3,Catapult
79,3,Ansel
80,6,Saria
81,4,Shirayuki
82,4,Doberman
83,3,Hibiscus
84,4,Doberman
85,4,Myrtle
86,5,Provence
87,3,Popukar
88,4,Sussurro
89,3,Fang
90,3,Beagle
91,4,Perfumer
92,3,Hibiscus
93,4,Utage
94,4,Vermeil
95,3,Popukar
96,3,Midnight
97,4,Doberman
98,3,Midnight
99,3,Beagle
100,4,Haze
101,4,Earthspirit
102,4,Perfumer
103,3,Ansel
104,3,Fang
105,4,Indigo
106,4,Vigna
107,3,Hibiscus
108,4,Greyy
109,3,Spot
110,4,Matterhorn
111,4,Cuora
112,3,Fang
113,3,Catapult
114,3,Catapult
115,4,Mousse
116,5,Sora
117,3,Vanilla
118,4,Rope
119,3,Steward
120,3,Hibiscus
121,4,Matoimaru
122,3,Midnight
123,3,Fang
124,3,Lava
125,4,Podenco
126,3,Popukar
127,5,Franka
128,4,Greyy
129,6,Saileach
130,4,Cuora
131,4,Jessica
132,4,Doberman
133,3,Steward
134,4,Vermeil
135,4,Gummy
136,5,Cliffheart
137,3,Lava
138,3,Catapult
139,3,Kroos
140,3,Hibiscus
141,3,Kroos
142,4,Roberta
143,4,Myrtle
144,4,Arene
145,4,Shaw
146,4,Matterhorn
147,4,Utage
148,3,Steward
149,3,Lava
150,4,Myrrh
151,4,Click
152,3,Beagle
153,4,Aciddrop
154,4,Aciddrop
155,4,Pinecone
156,4,Vermeil
157,4,Gummy
158,3,Lava
159,6,Mlynar
1,4,Indigo
2,4,Matoimaru
3,3,Beagle
4,4,Vermeil
5,4,Matterhorn
6,3,Beagle
7,3,Ansel
8,3,Melantha
9,3,Hibiscus
10,5,Proviso
11,4,Shaw
12,4,Click
13,4,Perfumer
14,3,Ansel
15,4,Matterhorn
16,6,Mlynar
1,3,Plume
2,4,Beanstalk
3,4,Haze
4,4,Sussurro
5,4,May
6,4,Gravel
7,4,Indigo
8,4,Click
9,4,May
10,5,Franka
11,4,Meteor
12,5,Sora
13,4,Matterhorn
14,4,Podenco
15,4,Jessica
16,4,Cuora
17,5,Manticore
18,4,Matoimaru
19,3,Melantha
20,3,Hibiscus
21,5,Leonhardt
22,3,Kroos
23,3,Steward
24,3,Plume
25,4,Deepcolor
26,4,Jaye
27,4,Utage
28,4,Mousse
29,4,Roberta
30,4,Matoimaru
31,3,Cardigan
32,3,Cardigan
33,3,Popukar
34,4,Shaw
35,4,Matterhorn
36,4,Perfumer
37,3,Cardigan
38,3,Vanilla
39,4,Greyy
40,4,Vigna
41,4,Mousse
42,4,Jaye
43,4,Shirayuki
44,6,Mlynar
1,4,Cutter
2,3,Ansel
3,4,Aciddrop
4,3,Vanilla
5,4,Click
6,3,Steward
7,3,Ansel
8,3,Lava
9,4,Beehunter
10,5,La Pluma
11,3,Fang
12,4,Jackie
13,5,Franka
14,3,Orchid
15,4,Earthspirit
16,4,Matoimaru
17,4,May
18,4,Haze
19,4,Meteor
20,3,Cardigan
21,4,Gummy
22,4,Earthspirit
23,3,Spot
24,3,Kroos
25,3,Beagle
26,4,Perfumer
27,3,Kroos
28,3,Vanilla
29,3,Hibiscus
30,4,Utage
31,4,Scavenger
32,4,Pinecone
33,3,Melantha
34,4,Chestnut
35,4,Greyy
36,3,Plume
37,3,Spot
38,3,Lava
39,4,Matoimaru
40,4,Jaye
41,4,Shaw
42,4,Indigo
43,4,Deepcolor
44,4,Aciddrop
45,3,Catapult
46,4,May
47,5,Proviso
48,4,May
49,4,Earthspirit
50,4,Click
51,4,Cuora
52,4,Utage
53,6,Mlynar
1,3,Plume
2,4,Deepcolor
3,5,Proviso
4,4,Jaye
5,3,Melantha
6,4,Matterhorn
7,3,Steward
8,4,Scavenger
9,3,Melantha
10,3,Orchid
11,4,Indigo
12,3,Popukar
13,4,Gravel
14,3,Ansel
15,4,Frostleaf
16,3,Spot
17,4,Rope
18,3,Beagle
19,4,Ambriel
20,3,Lava
21,5,Franka
22,4,Shaw
23,3,Lava
24,3,Kroos
25,4,Chestnut
26,3,Ansel
27,3,Fang
28,4,Shirayuki
29,4,Vigna
30,3,Spot
31,3,Hibiscus
32,3,Plume
33,3,Popukar
34,4,Jaye
35,4,Podenco
36,4,May
37,4,Jackie
38,4,Matoimaru
39,3,Steward
40,4,Beehunter
41,3,Cardigan
42,4,Shaw
43,5,Sora
44,4,Cutter
45,3,Spot
46,4,Myrtle
47,3,Fang
48,4,Jackie
49,4,Pinecone
50,4,Gravel
51,5,Aosta
52,4,Haze
53,4,Click
54,3,Steward
55,3,Steward
56,5,Franka
57,4,Gravel
58,3,Plume
59,4,Jaye
60,4,Vigna
61,6,Mlynar
1,4,Scavenger
2,4,Deepcolor
3,4,Shirayuki
4,3,Fang
5,4,Doberman
6,6,Mostima
7,4,Jessica
8,4,Shirayuki
9,3,Popukar
10,4,Matterhorn
11,3,Kroos
12,4,Beehunter
13,3,Orchid
14,3,Vanilla
15,4,Deepcolor
16,4,Doberman
17,3,Fang
18,3,Cardigan
19,4,Roberta
20,3,Beagle
21,4,Gummy
22,4,Frostleaf
23,3,Popukar
24,3,Kroos
25,4,Cutter
26,4,Deepcolor
27,4,Beanstalk
28,4,Mousse
29,3,Plume
30,3,Hibiscus
31,4,Matterhorn
32,3,Vanilla
33,5,Aosta
34,4,Gravel
35,4,Doberman
36,5,Franka
37,4,Deepcolor
38,4,Pinecone
39,5,Franka
40,4,Matoimaru
41,4,May
42,4,Arene
43,4,Arene
44,3,Fang
45,3,Steward
46,4,Gummy
47,4,Gravel
48,6,Eyjafjalla
49,4,Chestnut
50,4,Matoimaru
51,4,Myrtle
52,4,Utage
53,3,Beagle
54,3,Vanilla
55,3,Steward
56,4,Arene
57,4,Podenco
58,3,Popukar
59,3,Ansel
60,3,Melantha
61,3,Lava
62,4,Shaw
63,4,Shirayuki
64,4,Greyy
65,4,Rope
66,4,Frostleaf
67,3,Midnight
68,4,Shirayuki
69,4,Vermeil
70,3,Vanilla
71,4,Perfumer
72,3,Hibiscus
73,4,Doberman
74,4,Shirayuki
75,4,Roberta
76,3,Kroos
77,3,Cardigan
78,4,Haze
79,3,Spot
80,3,Lava
81,4,Ambriel
82,3,Steward
83,4,Haze
84,4,Beanstalk
85,4,Vermeil
86,4,Beanstalk
87,3,Fang
88,3,Kroos
89,4,Shirayuki
90,3,Hibiscus
91,5,Franka
92,3,Cardigan
93,3,Lava
94,4,Meteor
95,4,Meteor
96,5,Franka
97,4,Jessica
98,4,Perfumer
99,3,Ansel
100,4,Roberta
101,4,Beanstalk
102,4,Scavenger
103,3,Popukar
104,3,Fang
105,3,Beagle
106,4,Earthspirit
107,4,Sussurro
108,3,Midnight
109,3,Steward
110,3,Ansel
111,3,Fang
112,4,May
113,3,Catapult
114,4,Cutter
115,3,Ansel
116,3,Catapult
117,3,Hibiscus
118,5,Proviso
119,4,Deepcolor
120,5,Hibiscus the Purifier
121,5,Proviso
122,5,Akafuyu
123,4,Sussurro
124,3,Orchid
125,4,Cutter
126,4,Deepcolor
127,4,Scavenger
128,4,Indigo
129,4,Myrtle
130,4,Gravel
131,3,Hibiscus
132,4,Matterhorn
133,5,FEater
134,3,Spot
135,3,Orchid
136,3,Vanilla
137,6,Fiamemtta
138,4,Shaw
139,4,Frostleaf
140,3,Spot
141,4,Scavenger
142,3,Hibiscus
143,4,Doberman
144,4,Shirayuki
145,3,Vanilla
146,3,Lava
147,4,Haze
148,4,Arene
149,4,Deepcolor
150,3,Beagle
151,3,Fang
152,4,Arene
153,5,Akafuyu
154,3,Vanilla
155,3,Melantha
156,4,Earthspirit
157,3,Ansel
158,3,Catapult
159,3,Vanilla
160,3,Kroos
161,5,Proviso
162,6,Mlynar
1,4,Roberta
2,4,Haze
3,4,Roberta
4,5,Franka
5,4,Gravel
6,3,Steward
7,4,May
8,3,Spot
9,3,Orchid
10,3,Fang
11,4,Rope
12,4,Cutter
13,5,Franka
14,4,Ambriel
15,4,Shaw
16,3,Hibiscus
17,4,Click
18,3,Spot
19,4,Arene
20,4,Beehunter
21,4,Roberta
22,4,Indigo
23,4,Mousse
24,5,Skyfire
25,5,Kazemaru
26,4,Shaw
27,3,Cardigan
28,4,Rope
29,3,Hibiscus
30,4,Shirayuki
31,5,Proviso
32,4,Mousse
33,4,Mousse
34,3,Fang
35,3,Midnight
36,4,Matoimaru
37,3,Spot
38,3,Midnight
39,4,Vermeil
40,4,Shirayuki
41,4,Jessica
42,3,Beagle
43,5,Akafuyu
44,4,Meteor
45,4,Shirayuki
46,3,Lava
47,4,Vigna
48,4,Ambriel
49,3,Kroos
50,3,Orchid
51,4,Beehunter
52,3,Ansel
53,3,Ansel
54,4,Haze
55,6,Fiamemtta
56,4,Mousse
57,4,Sussurro
58,4,Jaye
59,3,Steward
60,3,Kroos
61,4,Cuora
62,3,Ansel
63,4,Perfumer
64,3,Midnight
65,4,Myrrh
66,3,Spot
67,3,Popukar
68,4,Beanstalk
69,4,Myrtle
70,4,Haze
71,3,Vanilla
72,4,Haze
73,6,Blaze
74,3,Plume
75,3,Spot
76,3,Melantha
77,4,Indigo
78,4,Mousse
79,4,Matoimaru
80,3,Popukar
81,4,Shaw
82,3,Beagle
83,3,Vanilla
84,4,Utage
85,4,Haze
86,4,Podenco
87,4,Jackie
88,3,Midnight
89,3,Melantha
90,3,Ansel
91,5,Akafuyu
92,4,Frostleaf
93,3,Fang
94,4,May
95,3,Hibiscus
96,3,Catapult
97,4,Gravel
98,3,Plume
99,4,Matterhorn
100,5,Platinum
101,3,Beagle
102,4,Cutter
103,3,Fang
104,4,Shirayuki
105,5,Proviso
106,3,Lava
107,4,Aciddrop
108,3,Plume
109,3,Orchid
110,4,Myrtle
111,4,Cutter
112,4,Podenco
113,4,Click
114,4,Indigo
115,3,Vanilla
116,4,Beehunter
117,4,Frostleaf
118,4,Matterhorn
119,3,Catapult
120,4,Earthspirit
121,3,Catapult
122,3,Cardigan
123,4,Vermeil
124,4,Beanstalk
125,4,Vigna
126,4,Deepcolor
127,5,Lappland
128,3,Vanilla
129,4,Cutter
130,3,Melantha
131,3,Midnight
132,4,May
133,3,Kroos
134,4,Aciddrop
135,3,Popukar
136,4,Myrtle
137,3,Cardigan
138,3,Ansel
139,5,Sesa
140,4,Gravel
141,4,Beehunter
142,3,Midnight
143,4,Cutter
144,3,Midnight
145,3,Orchid
146,6,Phantom
147,4,Jackie
148,4,Beehunter
149,3,Midnight
150,5,Cantabile
151,3,Hibiscus
152,3,Hibiscus
153,4,Pinecone
154,4,Vigna
155,5,Franka
156,4,Matterhorn
157,4,Mousse
158,3,Popukar
159,4,Aciddrop
160,4,Jaye
161,3,Beagle
162,4,Jaye
163,4,Earthspirit
164,4,Utage
165,3,Midnight
166,3,Ansel
167,4,Greyy
168,5,Proviso
169,4,Haze
170,4,Chestnut
171,4,Chestnut
172,4,May
173,4,Meteor
174,3,Ansel
175,4,Matoimaru
176,4,Vigna
177,3,Lava
178,4,Rope
179,3,Fang
180,3,Melantha
181,3,Lava
182,4,Sussurro
183,6,Nightingale
184,4,Podenco
185,4,Aciddrop
186,4,Greyy
187,4,Deepcolor
188,4,Haze
189,4,Myrrh
190,3,Cardigan
191,4,Click
192,4,Pinecone
193,3,Midnight
194,5,Proviso
195,3,Plume
196,3,Popukar
197,3,Spot
198,3,Lava
199,4,Click
200,4,Beanstalk
201,4,Roberta
202,4,Cuora
203,4,Jaye
204,4,Meteor
205,4,Myrrh
206,3,Midnight
207,3,Ansel
208,4,Matoimaru
209,4,Jessica
210,5,Franka
211,4,Deepcolor
212,4,Haze
213,3,Steward
214,4,Matoimaru
215,3,Beagle
216,4,Aciddrop
217,5,Proviso
218,4,Meteor
219,3,Kroos
220,4,Gummy
221,4,Greyy
222,4,Matoimaru
223,4,Podenco
224,3,Lava
225,4,Podenco
226,4,Arene
227,5,Proviso
228,4,Earthspirit
229,4,Roberta
230,4,Click
231,3,Catapult
232,3,Ansel
233,4,Roberta
234,3,Kroos
235,4,Matoimaru
236,3,Cardigan
237,3,Vanilla
238,5,Projekt Red
239,4,Click
240,5,Whisperian
241,4,Vigna
242,4,Utage
243,4,Shirayuki
244,3,Hibiscus
245,4,Podenco
246,3,Vanilla
247,4,Aciddrop
248,4,Gummy
249,3,Lava
250,4,Indigo
251,3,Beagle
252,4,Perfumer
253,4,Cuora
254,4,Vermeil
255,4,Shirayuki
256,4,Indigo
257,3,Kroos
258,4,Scavenger
259,5,Ayerscape
260,4,Rope
261,4,Haze
262,5,Proviso
263,4,Gravel
264,4,Cuora
265,4,Pinecone
266,3,Cardigan
267,3,Hibiscus
268,3,Steward
269,4,Click
270,6,Mlynar
1,4,Greyy
2,4,Jackie
3,5,Mr. Nothing
4,3,Melantha
5,4,Indigo
6,4,Haze
7,3,Lava
8,3,Plume
9,4,Deepcolor
10,3,Vanilla
11,3,Fang
12,4,Aciddrop
13,4,Vigna
14,4,Rope
15,4,Doberman
16,4,Ambriel
17,3,Steward
18,4,Sussurro
19,4,Perfumer
20,3,Plume
21,4,Myrrh
22,4,Jessica
23,4,Deepcolor
24,4,Aciddrop
25,4,Frostleaf
26,4,Aciddrop
27,5,Toddifons
28,3,Plume
29,3,Fang
30,3,Melantha
31,4,Aciddrop
32,5,Hung
33,4,Mousse
34,4,Doberman
35,4,Ambriel
36,3,Plume
37,4,Frostleaf
38,3,Hibiscus
39,3,Cardigan
40,4,Shaw
41,4,Myrtle
42,3,Steward
43,4,Gravel
44,4,Indigo
45,3,Spot
46,3,Steward
47,3,Midnight
48,6,Goldenglow
49,4,Click
50,3,Cardigan
51,4,May
52,3,Popukar
53,5,Leonhardt
54,3,Catapult
55,3,Catapult
56,4,Podenco
57,3,Ansel
58,3,Beagle
59,4,Cutter
60,3,Cardigan
61,4,Frostleaf
62,4,Gravel
63,3,Beagle
64,4,Scavenger
65,3,Lava
66,4,Earthspirit
67,4,Greyy
68,3,Lava
69,4,Beehunter
70,3,Fang
71,4,Podenco
72,4,Shirayuki
73,4,Meteor
74,3,Hibiscus
75,4,Haze
76,5,Platinum
77,3,Cardigan
78,3,Kroos
79,4,Rope
80,5,Blacknight
81,4,Matoimaru
82,3,Ansel
83,4,Mousse
84,4,Doberman
85,4,Cutter
86,3,Midnight
87,3,Spot
88,5,Proviso
89,3,Cardigan
90,5,Kazemaru
91,3,Spot
92,4,Meteor
93,4,May
94,4,Myrtle
95,4,Meteor
96,4,Mousse
97,4,Scavenger
98,4,Deepcolor
99,3,Catapult
100,3,Vanilla
101,4,Doberman
102,4,Beehunter
103,6,Mlynar
1,5,Franka
2,4,Indigo
3,4,Jessica
4,4,Cuora
5,5,Franka
6,3,Spot
7,4,Jackie
8,4,Earthspirit
9,4,Shirayuki
10,3,Lava
11,5,Franka
12,4,Perfumer
13,4,Pinecone
14,3,Lava
15,3,Kroos
16,4,Vigna
17,3,Hibiscus
18,3,Ansel
19,4,Frostleaf
20,3,Kroos
21,4,Beanstalk
22,4,Vermeil
23,3,Lava
24,3,Spot
25,3,Beagle
26,4,Roberta
27,3,Popukar
28,4,Podenco
29,3,Beagle
30,3,Catapult
31,4,Myrrh
32,5,Cantabile
33,5,Platinum
34,4,Utage
35,3,Popukar
36,4,Pinecone
37,4,Frostleaf
38,4,Haze
39,4,Jaye
40,3,Catapult
41,4,Sussurro
42,4,May
43,4,Beehunter
44,4,Click
45,3,Midnight
46,4,Haze
47,4,Mousse
48,3,Vanilla
49,5,Warfarin
50,3,Orchid
51,3,Kroos
52,3,Melantha
53,4,Earthspirit
54,5,Franka
55,3,Popukar
56,4,Matoimaru
57,3,Fang
58,4,Matterhorn
59,3,Ansel
60,3,Ansel
61,3,Popukar
62,4,Aciddrop
63,3,Cardigan
64,4,Vermeil
65,4,Jessica
66,5,Aurora
67,3,Popukar
68,4,Click
69,3,Vanilla
70,3,Kroos
71,3,Steward
72,4,Jessica
73,4,Ambriel
74,3,Popukar
75,4,Gummy
76,4,Gravel
77,3,Fang
78,3,Ansel
79,3,Steward
80,4,Cuora
81,3,Spot
82,4,Gravel
83,4,Frostleaf
84,4,Shirayuki
85,4,Click
86,4,Deepcolor
87,3,Catapult
88,4,May
89,5,Franka
90,3,Vanilla
91,4,Matterhorn
92,3,Kroos
93,3,Orchid
94,4,Mousse
95,3,Spot
96,4,Aciddrop
97,3,Steward
98,5,Proviso
99,3,Vanilla
100,3,Spot
101,4,Aciddrop
102,4,Beanstalk
103,4,Pinecone
104,4,Earthspirit
105,5,La Pluma
106,5,La Pluma
107,4,Gravel
108,5,Franka
109,4,Greyy
110,3,Orchid
111,4,Vigna
112,4,Beehunter
113,3,Midnight
114,3,Vanilla
115,4,Cutter
116,3,Fang
117,4,Jackie
118,4,Matterhorn
119,3,Midnight
120,4,Gummy
121,4,Rope
122,3,Melantha
123,3,Catapult
124,4,Mousse
125,4,Vigna
126,4,Gummy
127,4,Indigo
128,4,Click
129,5,Proviso
130,4,Arene
131,4,Rope
132,3,Orchid
133,4,Beanstalk
134,3,Steward
135,3,Spot
136,4,Gummy
137,3,Spot
138,5,Hung
139,3,Catapult
140,3,Orchid
141,4,Pinecone
142,5,Proviso
143,3,Fang
144,5,Silence
145,4,Shirayuki
146,4,Cutter
147,4,Arene
148,6,Mountain
149,3,Cardigan
150,4,Matoimaru
151,6,Mlynar
1,5,Texas
2,3,Cardigan
3,3,Melantha
4,3,Orchid
5,3,Kroos
6,4,May
7,5,Franka
8,4,Gummy
9,4,Sussurro
10,5,Swire
11,3,Catapult
12,4,Perfumer
13,3,Fang
14,3,Midnight
15,4,Indigo
16,4,Indigo
17,3,Plume
18,3,Lava
19,4,Perfumer
20,4,Jaye
21,3,Cardigan
22,4,Roberta
23,3,Midnight
24,4,Haze
25,3,Orchid
26,3,Steward
27,4,Vigna
28,4,May
29,4,Shirayuki
30,4,Gravel
31,5,Executor
32,3,Midnight
33,4,Jessica
34,3,Spot
35,4,Roberta
36,3,Vanilla
37,5,Aosta
38,4,Indigo
39,3,Cardigan
40,4,Greyy
41,4,Roberta
42,4,Gummy
43,3,Lava
44,3,Beagle
45,4,Sussurro
46,4,May
47,3,Hibiscus
48,4,Greyy
49,3,Ansel
50,4,Cuora
51,3,Beagle
52,3,Vanilla
53,4,Perfumer
54,6,Nightingale
55,3,Plume
56,3,Cardigan
57,3,Hibiscus
58,4,Doberman
59,3,Plume
60,3,Orchid
61,4,Chestnut
62,3,Melantha
63,3,Orchid
64,5,Franka
65,3,Steward
66,4,Beanstalk
67,4,Gravel
68,3,Fang
69,6,Blemishine
70,4,Beehunter
71,4,Sussurro
72,3,Lava
73,4,Chestnut
74,4,Jaye
75,3,Kroos
76,3,Beagle
77,3,Hibiscus
78,4,Jaye
79,3,Lava
80,3,Spot
81,3,Lava
82,3,Lava
83,4,Chestnut
84,4,Beehunter
85,3,Kroos
86,3,Plume
87,3,Hibiscus
88,4,Earthspirit
89,4,Earthspirit
90,4,Arene
91,4,May
92,3,Lava
93,4,Matterhorn
94,5,Franka
95,3,Catapult
96,4,Cuora
97,3,Hibiscus
98,3,Lava
99,5,Proviso
100,3,Ansel
101,4,Cutter
102,4,Myrtle
103,3,Lava
104,3,Lava
105,4,Doberman
106,3,Midnight
107,3,Hibiscus
108,3,Catapult
109,3,Popukar
110,3,Spot
111,3,Vanilla
112,3,Ansel
113,4,Frostleaf
114,3,Cardigan
115,3,Lava
116,4,Vigna
117,4,Ambriel
118,3,Steward
119,3,Steward
120,3,Beagle
121,4,Cuora
122,5,Corroserum
123,4,Scavenger
124,3,Midnight
125,3,Hibiscus
126,4,Cutter
127,3,Vanilla
128,3,Cardigan
129,3,Ansel
130,4,Podenco
131,3,Catapult
132,4,Rope
133,3,Ansel
134,3,Kroos
135,3,Vanilla
136,3,Midnight
137,3,Vanilla
138,5,Franka
139,4,Myrtle
140,4,Podenco
141,6,Mlynar
1,3,Beagle
2,4,Matterhorn
3,3,Spot
4,3,Kroos
5,4,Utage
6,3,Beagle
7,4,Myrrh
8,5,Proviso
9,4,Doberman
10,4,Arene
11,4,Gravel
12,3,Melantha
13,4,Cuora
14,3,Catapult
15,3,Spot
16,3,Fang
17,4,Pinecone
18,3,Fang
19,4,Jackie
20,3,Catapult
21,4,Earthspirit
22,3,Cardigan
23,3,Lava
24,5,Franka
25,3,Beagle
26,3,Lava
27,4,Rope
28,4,Beehunter
29,4,Ambriel
30,4,Matoimaru
31,3,Popukar
32,3,Spot
33,4,Myrtle
34,4,May
35,3,Popukar
36,3,Fang
37,3,Beagle
38,4,Frostleaf
39,3,Cardigan
40,3,Ansel
41,5,Swire
42,4,Gummy
43,3,Vanilla
44,4,Jessica
45,4,Matterhorn
46,4,Deepcolor
47,4,Matoimaru
48,4,Ambriel
49,3,Midnight
50,4,Indigo
51,4,Myrtle
52,4,Utage
53,5,Proviso
54,4,Utage
55,4,Aciddrop
56,4,Frostleaf
57,5,Franka
58,3,Fang
59,3,Steward
60,4,Scavenger
61,3,Beagle
62,3,Lava
63,6,Mlynar
1,4,Click
2,4,Cutter
3,4,Jackie
4,3,Hibiscus
5,3,Popukar
6,3,Plume
7,4,Sussurro
8,3,Lava
9,3,Hibiscus
10,5,Lappland
11,4,Podenco
12,4,Jaye
13,3,Popukar
14,5,Franka
15,4,Click
16,3,Plume
17,3,Steward
18,4,Ambriel
19,3,Orchid
20,3,Beagle
21,3,Vanilla
22,4,Ambriel
23,3,Ansel
24,3,Kroos
25,3,Midnight
26,4,Myrtle
27,5,Nearl
28,3,Orchid
29,3,Beagle
30,3,Popukar
31,5,Proviso
32,4,Vermeil
33,4,Utage
34,4,Gummy
35,4,Cuora
36,4,Ambriel
37,4,Podenco
38,3,Steward
39,4,Matterhorn
40,4,Aciddrop
41,4,Beanstalk
42,3,Fang
43,4,Chestnut
44,3,Hibiscus
45,4,Beanstalk
46,4,Vigna
47,3,Orchid
48,3,Fang
49,4,Cuora
50,4,Meteor
51,3,Melantha
52,4,Podenco
53,6,Kal'tsit
54,3,Steward
55,3,Hibiscus
56,3,Kroos
57,4,Jackie
58,3,Orchid
59,4,Perfumer
60,5,Franka
61,4,Aciddrop
62,3,Midnight
63,4,Cutter
64,3,Melantha
65,4,Gravel
66,3,Catapult
67,4,Ambriel
68,4,Pinecone
69,4,Podenco
70,3,Cardigan
71,3,Beagle
72,4,Vigna
73,4,Pinecone
74,3,Beagle
75,3,Beagle
76,3,Ansel
77,4,Earthspirit
78,4,Aciddrop
79,3,Ansel
80,3,Fang
81,4,Myrrh
82,4,Frostleaf
83,4,Aciddrop
84,4,Cutter
85,5,Proviso
86,4,Click
87,4,Jessica
88,6,Mlynar
1,3,Lava
2,4,May
3,4,Indigo
4,3,Spot
5,4,Utage
6,3,Orchid
7,4,Aciddrop
8,3,Vanilla
9,4,Shirayuki
10,5,Ashlock
11,3,Spot
12,4,Greyy
13,4,Vigna
14,4,Cutter
15,4,Cutter
16,3,Fang
17,4,Vermeil
18,3,Vanilla
19,4,Aciddrop
20,4,Earthspirit
21,4,Arene
22,4,Ambriel
23,3,Vanilla
24,3,Beagle
25,4,Cuora
26,3,Popukar
27,5,Sora
28,4,Matterhorn
29,5,Franka
30,4,Cutter
31,4,Jackie
32,4,Meteor
33,4,Haze
34,3,Midnight
35,5,Reed
36,3,Plume
37,4,Matterhorn
38,4,Pinecone
39,3,Orchid
40,3,Plume
41,4,Doberman
42,4,Beanstalk
43,5,Rockrock
44,3,Beagle
45,3,Spot
46,4,Matoimaru
47,4,Indigo
48,4,Cuora
49,4,Chestnut
50,3,Kroos
51,3,Melantha
52,4,Aciddrop
53,6,Mlynar
1,4,Perfumer
2,4,Matterhorn
3,4,Earthspirit
4,4,Jaye
5,3,Lava
6,4,Doberman
7,4,Cuora
8,4,Scavenger
9,4,Mousse
10,5,Franka
11,3,Ansel
12,3,Cardigan
13,4,Jackie
14,3,Hibiscus
15,4,Podenco
16,3,Plume
17,3,Steward
18,4,Scavenger
19,5,Franka
20,3,Steward
21,4,Ambriel
22,3,Hibiscus
23,3,Fang
24,3,Lava
25,4,Myrtle
26,3,Fang
27,4,Beanstalk
28,3,Hibiscus
29,4,Pinecone
30,4,Aciddrop
31,5,Croissant
32,4,Rope
33,3,Fang
34,4,Doberman
35,3,Fang
36,3,Melantha
37,3,Vanilla
38,4,Shirayuki
39,4,Jackie
40,3,Steward
41,4,Beehunter
42,5,Franka
43,3,Lava
44,3,Ansel
45,4,Meteor
46,4,Roberta
47,4,Cuora
48,4,Doberman
49,3,Catapult
50,3,Lava
51,4,Myrtle
52,3,Spot
53,6,Horn
54,4,Pinecone
55,4,Frostleaf
56,4,Deepcolor
57,3,Ansel
58,3,Melantha
59,4,Matterhorn
60,4,Matoimaru
61,4,Deepcolor
62,5,Meteorite
63,3,Hibiscus
64,4,Arene
65,3,Cardigan
66,4,Gummy
67,3,Orchid
68,3,Spot
69,3,Plume
70,4,May
71,4,Cuora
72,4,Haze
73,3,Cardigan
74,4,Pinecone
75,4,Arene
76,3,Vanilla
77,4,Aciddrop
78,5,Croissant
79,4,Greyy
80,4,Vigna
81,4,Perfumer
82,4,Sussurro
83,4,Matterhorn
84,4,Jaye
85,4,Haze
86,5,Mr. Nothing
87,4,Gravel
88,5,Proviso
89,4,Matterhorn
90,3,Vanilla
91,3,Catapult
92,3,Melantha
93,4,Doberman
94,3,Cardigan
95,3,Orchid
96,6,Mlynar
1,3,Catapult
2,4,Gravel
3,3,Plume
4,4,Aciddrop
5,5,GreyThroat
6,3,Fang
7,3,Orchid
8,4,Jackie
9,3,Kroos
10,4,Shirayuki
11,4,Matoimaru
12,4,Jaye
13,3,Vanilla
14,4,Cuora
15,4,Vigna
16,4,Perfumer
17,5,Proviso
18,3,Midnight
19,3,Kroos
20,4,Ambriel
21,4,Aciddrop
22,4,Gravel
23,5,Franka
24,4,Roberta
25,4,Vermeil
26,5,Franka
27,4,Arene
28,3,Fang
29,3,Steward
30,3,Beagle
31,3,Fang
32,3,Kroos
33,4,Deepcolor
34,4,Frostleaf
35,4,Shaw
36,3,Plume
37,3,Catapult
38,4,Podenco
39,3,Beagle
40,3,Midnight
41,4,Deepcolor
42,3,Fang
43,4,Myrtle
44,3,Midnight
45,4,Meteor
46,4,Matoimaru
47,4,Beanstalk
48,4,Doberman
49,4,Sussurro
50,3,Kroos
51,3,Vanilla
52,3,Fang
53,4,Aciddrop
54,5,Proviso
55,6,Saileach
56,3,Cardigan
57,3,Steward
58,3,Ansel
59,4,Sussurro
60,3,Vanilla
