Roll number,Rarity,Operator
70,4,Cutter
71,3,Fang
72,6,Rosa
73,4,Perfumer
74,5,Franka
75,4,May
76,3,Plume
77,3,Cardigan
78,3,Steward
79,3,Spot
80,4,May
81,4,Vigna
82,3,Ansel
83,5,Proviso
84,3,Hibiscus
85,4,Beehunter
86,3,Orchid
87,3,Steward
88,4,Myrtle
89,4,Jaye
90,4,Pinecone
91,4,Pinecone
92,4,Ambriel
93,4,Beanstalk
94,3,Plume
95,3,Steward
96,3,Kroos
97,3,Popukar
98,4,Mousse
99,4,Vigna
100,4,Myrrh
101,4,Greyy
102,3,Lava
103,3,Steward
104,4,Shaw
105,4,Sussurro
106,4,Gravel
107,3,Cardigan
108,4,Jackie
109,3,Melantha
110,4,Aciddrop
111,3,Popukar
112,3,Midnight
113,4,Shaw
114,4,Scavenger
115,4,Cuora
116,5,Iris
117,3,Cardigan
118,4,Jessica
119,3,Hibiscus
120,5,Franka
121,3,Hibiscus
122,4,Utage
123,4,Vigna
124,3,Catapult
125,4,Cutter
126,4,Click
127,3,Ansel
128,3,Hibiscus
129,3,Vanilla
130,4,Cuora
131,4,Cuora
132,4,Indigo
133,3,Hibiscus
134,4,Meteor
135,4,Gravel
136,3,Steward
137,4,Pinecone
138,3,Steward
139,4,Gummy
140,3,Vanilla
141,3,Spot
142,4,Matoimaru
143,3,Orchid
144,4,Jackie
145,4,Haze
146,4,May
147,3,Vanilla
148,4,Arene
149,3,Hibiscus
150,4,Matoimaru
151,3,Ansel
152,4,Matoimaru
153,4,Beehunter
154,4,Beanstalk
155,3,Midnight
156,3,Kroos
157,6,Eyjafjalla
158,4,Meteor
159,5,Specter
160,4,Podenco
161,4,Matoimaru
162,3,Kroos
163,5,Aurora
164,3,Spot
165,4,Ambriel
166,4,Meteor
167,4,Matoimaru
168,4,Gummy
169,4,Jessica
170,3,Vanilla
171,4,Beehunter
172,3,Lava
173,3,Lava
174,4,Matoimaru
175,4,Pinecone
176,4,Deepcolor
177,3,Ansel
178,3,Orchid
179,5,Silence
180,3,Spot
181,4,Jessica
182,4,Matoimaru
183,3,Plume
184,4,Jessica
185,4,Podenco
186,3,Beagle
187,6,Mlynar
1,3,Lava
2,4,Haze
3,3,Vanilla
4,4,Sussurro
5,4,Rope
6,4,Beehunter
7,4,Vermeil
8,3,Hibiscus
9,3,Lava
10,5,Proviso
11,4,Ambriel
12,4,Shirayuki
13,3,Orchid
14,3,Hibiscus
15,3,Melantha
16,3,Hibiscus
17,4,Meteor
18,3,Vanilla
19,4,Haze
20,4,Jaye
21,4,Jackie
22,4,Roberta
23,4,Ambriel
24,3,Vanilla
25,4,Utage
26,4,Jackie
27,4,Shirayuki
28,5,Proviso
29,3,Plume
30,4,Rope
31,4,Perfumer
32,4,Indigo
33,5,Franka
34,3,Lava
35,4,Podenco
36,3,Midnight
37,4,Meteor
38,3,Spot
39,3,Beagle
40,3,Melantha
41,3,Ansel
42,4,Meteor
43,4,Deepcolor
44,3,Steward
45,4,Myrtle
46,3,Hibiscus
47,4,Perfumer
48,3,Kroos
49,4,Shirayuki
50,4,Greyy
51,3,Steward
52,3,Popukar
53,6,Eunectes
54,3,Lava
55,4,Matoimaru
56,4,Click
57,4,Jessica
58,4,Vermeil
59,3,Spot
60,3,Spot
61,4,Sussurro
62,3,Midnight
63,3,Popukar
64,4,Ambriel
65,4,Meteor
66,4,Scavenger
67,4,Utage
68,3,Popukar
69,3,Plume
70,4,Ambriel
71,4,Cuora
72,4,Myrrh
73,4,Indigo
74,4,Myrtle
75,3,Steward
76,3,Lava
77,5,Cantabile
78,3,Beagle
79,3,Hibiscus
80,4,Cutter
81,4,Myrtle
82,4,Cutter
83,4,Roberta
84,4,Myrrh
85,3,Hibiscus
86,5,Proviso
87,3,Spot
88,3,Popukar
89,4,Cuora
90,4,Arene
91,3,Hibiscus
92,4,Roberta
93,4,Deepcolor
94,4,Aciddrop
95,4,Matoimaru
96,3,Fang
97,3,Spot
98,4,Perfumer
99,4,Jaye
100,3,Beagle
101,4,Ambriel
102,4,Gravel
103,4,Greyy
104,3,Fang
105,4,Pinecone
106,4,Click
107,4,Doberman
108,4,Doberman
109,5,Franka
110,3,Kroos
111,6,Mlynar
1,3,Lava
2,3,Hibiscus
3,4,Vigna
4,4,Aciddrop
5,3,Plume
6,3,Ansel
7,4,Cuora
8,3,Fang
9,3,Catapult
10,5,Proviso
11,3,Popukar
12,3,Melantha
13,4,Vermeil
14,4,Click
15,3,Steward
16,4,Gummy
17,5,Proviso
18,6,Mlynar
1,5,Asbestos
2,4,Arene
3,5,Flint
4,3,Fang
5,4,Doberman
6,3,Kroos
7,3,Orchid
8,3,Cardigan
9,3,Lava
10,4,Indigo
11,4,Jackie
12,3,Vanilla
13,4,Greyy
14,4,Earthspirit
15,3,Fang
16,4,Cutter
17,5,Silence
18,4,Arene
19,3,Melantha
20,4,Beehunter
21,3,Popukar
22,4,Vigna
23,4,Aciddrop
24,4,Jessica
25,4,Utage
26,5,Franka
27,4,Vigna
28,4,Rope
29,4,Jaye
30,4,Sussurro
31,3,Steward
32,4,Utage
33,4,Haze
34,5,Proviso
35,3,Catapult
36,3,Beagle
37,4,Haze
38,4,Roberta
39,4,Jackie
40,4,Matterhorn
41,4,Gravel
42,3,Melantha
43,4,Podenco
44,3,Catapult
45,3,Melantha
46,4,Cutter
47,4,May
48,3,Fang
49,3,Midnight
50,4,Mousse
51,3,Melantha
52,3,Beagle
53,3,Orchid
54,3,Spot
55,3,Catapult
56,3,Melantha
57,4,Doberman
58,3,Ansel
59,3,Midnight
60,4,Shirayuki
61,4,Myrtle
62,3,Melantha
63,4,Aciddrop
64,4,Jaye
65,4,Click
66,4,Vermeil
67,3,Melantha
68,3,Cardigan
69,4,Chestnut
70,3,Lava
71,4,Vermeil
72,4,Beehunter
73,4,Arene
74,3,Orchid
75,4,Myrtle
76,4,Beanstalk
77,4,Beanstalk
78,5,Franka
79,3,Steward
80,4,Vigna
81,3,Orchid
82,5,Pramanix
83,4,Beanstalk
84,3,Steward
85,3,Ansel
86,6,Mlynar
1,4,Meteor
2,3,Plume
3,4,Shirayuki
4,4,Frostleaf
5,3,Melantha
6,5,Franka
7,4,Greyy
8,5,Proviso
9,4,Arene
10,3,Steward
11,4,Cutter
12,4,Doberman
13,3,Melantha
14,4,Utage
15,4,Roberta
16,4,Matoimaru
17,3,Catapult
18,4,Vigna
19,4,Deepcolor
20,3,Plume
21,4,Deepcolor
22,4,Indigo
23,3,Vanilla
24,4,Jaye
25,3,Kroos
26,4,Pinecone
27,4,Mousse
28,4,Pinecone
29,3,Beagle
30,3,Lava
31,3,Kroos
32,4,Aciddrop
33,4,Cutter
34,5,Proviso
35,4,Doberman
36,3,Ansel
37,3,Spot
38,3,Catapult
39,3,Cardigan
40,3,Melantha
41,4,Deepcolor
42,4,Vermeil
43,4,Matoimaru
44,6,Flametail
45,3,Plume
46,3,Fang
47,4,Jackie
48,3,Popukar
49,4,Frostleaf
50,4,Beehunter
51,4,Gummy
52,3,Cardigan
53,4,Arene
54,3,Orchid
55,4,May
56,4,Haze
57,3,Melantha
58,4,Haze
59,4,Jessica
60,3,Vanilla
61,5,Franka
62,4,Haze
63,4,Utage
64,3,Midnight
65,4,Scavenger
66,4,Perfumer
67,4,Meteor
68,5,Istina
69,3,Popukar
70,4,Indigo
71,4,Perfumer
72,4,Matterhorn
73,5,Executor
74,3,Catapult
75,3,Hibiscus
76,3,Ansel
77,3,Orchid
78,3,Kroos
79,4,Click
80,4,Haze
81,5,Franka
82,4,Haze
83,6,Mlynar
1,5,Franka
2,4,Chestnut
3,3,Kroos
4,4,Beehunter
5,4,Gummy
6,3,Catapult
7,4,Jaye
8,3,Steward
9,4,Jessica
10,4,Haze
11,3,Orchid
12,3,Spot
13,3,Orchid
14,3,Fang
15,4,Utage
16,3,Beagle
17,3,Ansel
18,6,SilverAsh
19,5,Akafuyu
20,3,Lava
21,5,Franka
22,4,Vigna
23,3,Spot
24,4,Ambriel
25,4,Doberman
26,3,Popukar
27,4,Vermeil
28,4,Sussurro
29,3,Orchid
30,4,Beanstalk
31,3,Orchid
32,4,Aciddrop
33,4,Myrrh
34,3,Plume
35,4,Jessica
36,3,Vanilla
37,3,Ansel
38,3,Fang
39,4,Jaye
40,4,Cutter
41,3,Popukar
42,3,Fang
43,4,Arene
44,4,Ambriel
45,4,Ambriel
46,5,Proviso
47,4,Deepcolor
48,3,Cardigan
49,4,May
50,3,Kroos
51,3,Beagle
52,3,Lava
53,3,Midnight
54,3,Lava
55,3,Lava
56,3,Catapult
57,3,Cardigan
58,5,Manticore
59,3,Popukar
60,3,Popukar
61,3,Cardigan
62,3,Beagle
63,4,Jackie
64,3,Catapult
65,3,Beagle
66,4,Meteor
67,4,Matoimaru
68,3,Vanilla
69,3,Orchid
70,4,Podenco
71,4,Matoimaru
72,4,Utage
73,3,Cardigan
74,4,Mousse
75,3,Midnight
76,3,Cardigan
77,4,Shirayuki
78,3,Fang
79,5,Beeswax
80,4,Scavenger
81,3,Fang
82,3,Midnight
83,3,Hibiscus
84,4,Shaw
85,4,Scavenger
86,4,Ambriel
87,4,Mousse
88,3,Orchid
89,4,Vermeil
90,3,Lava
91,5,Proviso
92,4,Frostleaf
93,3,Orchid
94,4,Cutter
95,3,Kroos
96,6,Mlynar
1,4,Perfumer
2,3,Kroos
3,4,Utage
4,3,Kroos
5,4,Matoimaru
6,4,Click
7,3,Hibiscus
8,4,Rope
9,4,Myrtle
10,6,Mlynar
11,5,Proviso
12,3,Melantha
13,4,Chestnut
14,3,Popukar
15,3,Fang
16,4,Cuora
17,4,Beehunter
18,3,Beagle
19,4,Scavenger
20,4,Vigna
21,4,Shirayuki
22,4,Deepcolor
23,3,Plume
24,4,Doberman
25,4,Roberta
26,4,Podenco
27,4,Jessica
28,3,Ansel
29,3,Cardigan
30,4,Cuora
31,4,Mousse
32,3,Orchid
33,3,Popukar
34,4,Jaye
35,3,Fang
36,4,Scavenger
37,4,Frostleaf
38,3,Catapult
39,3,Steward
40,3,Lava
41,5,Franka
42,4,Roberta
43,5,Istina
44,3,Midnight
45,5,Texas
46,3,Hibiscus
47,3,Popukar
48,3,Orchid
49,3,Lava
50,3,Catapult
51,3,Ansel
52,4,Frostleaf
53,4,Matoimaru
54,3,Hibiscus
55,3,Cardigan
56,3,Catapult
57,3,Spot
58,3,Steward
59,4,Gravel
60,4,Ambriel
61,4,Click
62,4,Indigo
63,3,Melantha
64,5,Flint
65,4,Aciddrop
66,3,Kroos
67,3,Popukar
68,4,Indigo
69,4,Chestnut
70,4,Gummy
71,3,Spot
72,3,Melantha
73,4,Gummy
74,3,Fang
75,4,Meteor
76,4,Doberman
77,4,Gravel
78,4,Mousse
79,3,Beagle
80,3,Fang
81,5,Franka
82,4,Myrtle
83,3,Midnight
84,4,Jessica
85,3,Hibiscus
86,4,Aciddrop
87,5,Proviso
88,4,Chestnut
89,4,Shaw
90,4,Gummy
91,3,Melantha
92,4,Click
93,6,Surtr
94,3,Spot
95,3,Ansel
96,4,Greyy
97,4,Earthspirit
98,4,Cutter
99,3,Cardigan
100,4,Cuora
101,4,Roberta
102,3,Midnight
103,5,Zima
104,4,Cutter
105,6,Mlynar
1,4,Gummy
2,4,Jaye
3,3,Beagle
4,4,Vermeil
5,4,Gravel
6,4,Myrtle
7,5,Franka
8,4,Vermeil
9,3,Hibiscus
10,4,Greyy
11,4,Rope
12,5,Flint
13,4,Aciddrop
14,3,Hibiscus
15,5,Cantabile
16,3,Vanilla
17,3,Beagle
18,3,Catapult
19,3,Plume
20,4,Matoimaru
21,3,Lava
22,3,Fang
23,4,Arene
24,3,Steward
25,3,Catapult
26,4,Earthspirit
27,3,Beagle
28,4,Ambriel
29,3,Orchid
30,3,Hibiscus
31,4,Beanstalk
32,4,Click
33,6,Mlynar
1,3,Orchid
2,4,Perfumer
3,4,Greyy
4,4,Frostleaf
5,4,Jackie
6,4,Cutter
7,3,Midnight
8,3,Steward
9,5,Nearl
10,3,Kroos
11,4,Frostleaf
12,3,Spot
13,3,Kroos
14,4,Meteor
15,4,Indigo
16,3,Ansel
17,3,Kroos
18,4,Gravel
19,3,Vanilla
20,3,Cardigan
21,3,Vanilla
22,4,Chestnut
23,4,May
24,4,Vermeil
25,3,Fang
26,3,Kroos
27,4,Vermeil
28,5,Provence
29,4,Myrtle
30,4,Vermeil
31,4,Jackie
32,4,Shaw
33,4,May
34,3,Beagle
35,5,Texas
36,4,Beanstalk
37,3,Ansel
38,4,Podenco
39,6,Mlynar
1,3,Melantha
2,3,Lava
3,5,Proviso
4,4,Jaye
5,3,Steward
6,3,Fang
7,3,Melantha
8,3,Vanilla
9,6,Fiamemtta
10,4,Frostleaf
11,4,Jaye
12,3,Ansel
13,4,Jaye
14,3,Ansel
15,4,Vigna
16,4,Matoimaru
17,4,Vermeil
18,3,Vanilla
19,4,Click
20,4,Chestnut
21,3,Hibiscus
22,4,Perfumer
23,3,Catapult
24,4,Pinecone
25,4,Earthspirit
26,4,Gummy
27,5,Proviso
28,4,Pinecone
29,4,May
30,4,Shaw
31,4,Arene
32,3,Midnight
33,3,Steward
34,3,Plume
35,4,Jessica
36,4,Shirayuki
37,4,Roberta
38,3,Lava
39,4,Gravel
40,3,Catapult
41,3,Vanilla
42,3,Kroos
43,3,Beagle
44,4,Matoimaru
45,3,Midnight
46,3,Melantha
47,3,Hibiscus
48,3,Midnight
49,5,Tsukinogi
50,5,Proviso
51,3,Midnight
52,4,Scavenger
53,4,Earthspirit
54,3,Catapult
55,4,Shirayuki
56,4,Podenco
57,3,Spot
58,4,Jaye
59,3,Melantha
60,3,Popukar
61,3,Ansel
62,4,Jaye
63,3,Fang
64,4,Greyy
65,3,Kroos
66,4,Indigo
67,4,Vermeil
68,4,Gravel
69,3,Melantha
70,4,Jaye
71,5,Proviso
72,5,FEater
73,3,Cardigan
74,4,Mousse
75,4,Meteor
76,3,Vanilla
77,5,Liskarm
78,3,Orchid
79,3,Popukar
80,3,Ansel
81,4,Pinecone
82,3,Orchid
83,4,Sussurro
84,4,Vigna
85,4,Earthspirit
86,4,Ambriel
87,5,Rockrock
88,3,Midnight
89,3,Kroos
90,3,Kroos
91,4,Haze
92,4,Myrtle
93,3,Kroos
94,3,Catapult
95,6,Carnelian
96,3,Midnight
97,4,Aciddrop
98,4,Myrrh
99,3,Plume
100,4,Matoimaru
101,5,Pramanix
102,4,Myrtle
103,3,Spot
104,3,Kroos
105,4,Aciddrop
106,4,Matterhorn
107,4,Arene
108,4,Pinecone
109,4,Click
110,3,Midnight
111,6,Mlynar
1,3,Plume
2,4,Roberta
3,4,Roberta
4,3,Beagle
5,3,Cardigan
6,4,Gravel
7,4,May
8,4,Indigo
9,3,Lava
10,6,Skadi
11,4,Vermeil
12,3,Catapult
13,4,Roberta
14,4,Shirayuki
15,3,Popukar
16,4,Sussurro
17,3,Lava
18,3,Ansel
19,3,Steward
20,4,Sussurro
21,3,Popukar
22,3,Popukar
23,4,Rope
24,3,Steward
25,3,Ansel
26,4,Matoimaru
27,5,Franka
28,3,Orchid
29,4,Shirayuki
30,3,Lava
31,4,Doberman
32,4,Ambriel
33,4,Myrrh
34,3,Vanilla
35,3,Steward
36,3,Plume
37,4,Mousse
38,3,Plume
39,3,Cardigan
40,3,Midnight
41,3,Steward
42,4,Rope
43,4,Indigo
44,4,Perfumer
45,4,Jackie
46,4,Mousse
47,3,Hibiscus
48,5,Proviso
49,5,Greyy the Lighteningbearer
50,5,Franka
51,4,Shaw
52,4,Arene
53,3,Melantha
54,3,Fang
55,3,Melantha
56,4,Matoimaru
57,5,Proviso
58,4,Vermeil
59,4,Matoimaru
60,4,Podenco
61,3,Steward
62,4,Shirayuki
63,5,Franka
64,4,Gravel
65,5,Proviso
66,5,Specter
67,4,Ambriel
68,6,Mlynar
1,3,Hibiscus
2,5,Proviso
3,3,Fang
4,3,Catapult
5,4,Perfumer
6,4,Doberman
7,4,Pinecone
8,4,Jessica
9,3,Hibiscus
10,4,Utage
11,3,Steward
12,4,Aciddrop
13,4,May
14,3,Cardigan
15,4,Beanstalk
16,3,Vanilla
17,3,Melantha
18,3,Hibiscus
19,4,Scavenger
20,4,Matterhorn
21,3,Popukar
22,4,Click
23,3,Steward
24,4,Deepcolor
25,3,Melantha
26,4,Gravel
27,4,Pinecone
28,4,Cuora
29,3,Midnight
30,4,Myrrh
31,4,Arene
32,4,Ambriel
33,3,Vanilla
34,4,Earthspirit
35,3,Steward
36,3,Steward
37,3,Steward
38,3,Orchid
39,4,Haze
40,5,Akafuyu
41,4,Shirayuki
42,3,Steward
43,3,Fang
44,3,Lava
45,4,Pinecone
46,4,Rope
47,3,Hibiscus
48,3,Plume
49,3,Melantha
50,4,Cutter
51,4,Podenco
52,3,Vanilla
53,3,Popukar
54,3,Lava
55,6,Hellagur
56,4,Sussurro
57,3,Midnight
58,3,Cardigan
59,4,Earthspirit
60,3,Ansel
61,4,Aciddrop
62,3,Beagle
63,4,Matoimaru
64,3,Hibiscus
65,3,Steward
66,3,Spot
67,4,Deepcolor
68,3,Steward
69,3,Fang
70,3,Plume
71,3,Vanilla
72,3,Ansel
73,4,Matterhorn
74,4,Earthspirit
75,4,Beehunter
76,3,Vanilla
77,3,Vanilla
78,3,Melantha
79,3,Spot
80,3,Catapult
81,4,Deepcolor
82,4,Rope
83,4,Podenco
84,6,Irene
85,3,Spot
86,4,Myrtle
87,3,Hibiscus
88,3,Beagle
89,4,Perfumer
90,3,Popukar
91,4,Matoimaru
92,4,Aciddrop
93,3,Kroos
94,3,Vanilla
95,4,Cuora
96,3,Popukar
97,4,Aciddrop
98,4,Doberman
99,4,Aciddrop
100,4,Scavenger
101,3,Catapult
102,3,Ansel
103,4,Myrtle
104,4,Aciddrop
105,3,Fang
106,3,Catapult
107,3,Vanilla
108,4,Matoimaru
109,4,May
110,4,Utage
111,4,Rope
112,3,Orchid
113,4,Greyy
114,4,Matterhorn
115,4,May
116,3,Kroos
117,3,Orchid
118,3,Fang
119,4,Jackie
120,4,Perfumer
121,3,Ansel
122,3,Hibiscus
123,3,Hibiscus
124,4,Vigna
125,3,Orchid
126,5,Windflit
127,3,Ansel
128,3,Fang
129,4,Frostleaf
130,4,Mousse
131,5,Blue Poison
132,3,Plume
133,4,Scavenger
134,3,Spot
135,3,Melantha
136,3,Fang
137,5,Greyy the Lighteningbearer
138,3,Kroos
139,3,Steward
140,3,Beagle
141,5,Croissant
142,4,Haze
143,6,Fiamemtta
144,4,May
145,4,Beehunter
146,3,Popukar
147,4,Jackie
148,4,Beehunter
149,3,Vanilla
150,3,Plume
151,4,Earthspirit
152,3,Beagle
153,4,Jackie
154,4,Jackie
155,4,Roberta
156,5,Kazemaru
157,4,Perfumer
158,4,Haze
159,3,Popukar
160,3,Catapult
161,3,Fang
162,4,Cuora
163,5,Liskarm
164,3,Plume
165,4,Rope
166,3,Kroos
167,4,Doberman
168,3,Spot
169,5,Franka
170,4,Vermeil
171,4,Frostleaf
172,4,Jackie
173,3,Hibiscus
174,4,Matoimaru
175,4,Scavenger
176,4,Cutter
177,4,Vigna
178,4,Aciddrop
179,4,Perfumer
180,3,Catapult
181,3,Midnight
182,3,Catapult
183,4,Pinecone
184,4,Beanstalk
185,6,Ch'en
186,3,Steward
187,3,Steward
188,3,Spot
189,4,Scavenger
190,3,Catapult
191,3,Lava
192,4,Scavenger
193,3,Kroos
194,4,Shaw
195,4,Arene
196,4,Gummy
197,3,Lava
198,3,Plume
199,6,Mlynar
1,3,Spot
2,3,Vanilla
3,3,Melantha
4,3,Fang
5,3,Midnight
6,4,Chestnut
7,3,Popukar
8,4,Vigna
9,3,Fang
10,5,Proviso
11,3,Midnight
12,4,Beehunter
13,3,Fang
14,3,Steward
15,4,Matterhorn
16,4,Cuora
17,6,Mlynar
1,3,Hibiscus
2,3,Kroos
3,4,Aciddrop
4,4,Scavenger
5,3,Midnight
6,3,Ansel
7,5,Projekt Red
8,3,Ansel
9,3,Plume
10,4,May
11,3,Fang
12,4,Earthspirit
13,6,Mlynar
1,4,Pinecone
2,3,Kroos
3,3,Hibiscus
4,3,Ansel
5,3,Popukar
6,3,Ansel
7,4,Jessica
8,3,Kroos
9,3,Lava
10,5,Blacknight
11,4,Greyy
12,3,Popukar
13,4,Vermeil
14,4,Myrrh
15,3,Hibiscus
16,4,Myrtle
17,4,Beehunter
18,5,Manticore
19,4,Shirayuki
20,4,Pinecone
21,5,Franka
22,5,Akafuyu
23,4,Arene
24,3,Steward
25,4,Beehunter
26,4,Aciddrop
27,5,Franka
28,4,Roberta
29,3,Popukar
30,3,Orchid
31,5,Franka
32,4,Matoimaru
33,4,Deepcolor
34,4,Myrrh
35,3,Midnight
36,3,Cardigan
37,4,Pinecone
38,3,Cardigan
39,3,Vanilla
40,4,Perfumer
41,5,Franka
42,3,Hibiscus
43,4,Utage
44,4,Beanstalk
45,3,Vanilla
46,3,Lava
47,3,Steward
48,4,Roberta
49,4,Myrrh
50,4,Chestnut
51,3,Hibiscus
52,3,Orchid
53,6,Angelina
54,3,Kroos
55,4,Vigna
56,4,Doberman
57,3,Orchid
58,3,Hibiscus
59,4,Vigna
60,4,Meteor
61,4,Shaw
62,4,Cuora
63,3,Steward
64,4,Ambriel
65,3,Kroos
66,4,Click
67,4,Vigna
68,4,Doberman
69,4,Cutter
70,4,May
71,3,Kroos
72,4,Matterhorn
73,3,Catapult
74,3,Steward
75,3,Popukar
76,4,Sussurro
77,4,Greyy
78,4,Deepcolor
79,4,Cutter
80,4,Ambriel
81,3,Plume
82,4,Pinecone
83,4,Deepcolor
84,3,Spot
85,3,Beagle
86,3,Beagle
87,4,Cuora
88,3,Cardigan
89,5,Franka
90,4,Matoimaru
91,3,Beagle
92,4,Ambriel
93,3,Kroos
94,4,Cutter
95,4,Myrtle
96,3,Cardigan
97,4,Beanstalk
98,4,Jaye
99,3,Beagle
100,4,Meteor
101,4,Jackie
102,3,Cardigan
103,4,Beanstalk
104,4,Utage
105,4,Mousse
106,3,Lava
107,5,Proviso
108,5,Proviso
109,3,Midnight
110,4,Frostleaf
111,4,Earthspirit
112,3,Hibiscus
113,3,Beagle
114,4,Vermeil
115,4,Indigo
116,5,Pramanix
117,4,Arene
118,3,Popukar
119,3,Ansel
120,5,Mayer
121,6,Shining
122,4,Jackie
123,4,Myrrh
124,3,Catapult
125,4,Gummy
126,4,Aciddrop
127,3,Beagle
128,3,Plume
129,4,Aciddrop
130,3,Spot
131,4,Arene
132,3,Melantha
133,3,Midnight
134,3,Fang
135,4,Myrrh
136,4,Jaye
137,4,Click
138,4,Roberta
139,3,Plume
140,3,Kroos
141,4,Haze
142,4,Sussurro
143,3,Cardigan
144,3,Orchid
145,3,Ansel
146,4,Chestnut
147,3,Steward
148,3,Spot
149,4,Gummy
150,4,Jackie
151,4,Utage
152,4,Beehunter
153,4,Utage
154,4,Mousse
155,4,Deepcolor
156,4,Matoimaru
157,4,Utage
158,4,May
159,4,Cuora
160,3,Ansel
161,4,Beehunter
162,4,Meteor
163,3,Popukar
164,3,Fang
165,5,Texas
166,3,Plume
167,4,Gummy
168,3,Midnight
169,4,Arene
170,3,Ansel
171,4,Perfumer
172,6,Blemishine
173,4,Vermeil
174,4,Roberta
175,3,Melantha
176,3,Lava
177,4,May
178,4,Arene
179,3,Kroos
180,3,Melantha
181,5,Franka
182,4,Mousse
183,4,Doberman
184,3,Kroos
185,4,Click
186,3,Vanilla
187,3,Midnight
188,3,Kroos
189,4,Utage
190,4,Mousse
191,5,Franka
192,4,Utage
193,3,Ansel
194,4,Chestnut
195,3,Kroos
196,5,April
197,4,May
198,5,Franka
199,5,Franka
200,4,Mousse
201,6,Siege
202,4,May
203,4,Myrrh
204,3,Spot
205,4,Sussurro
206,3,Popukar
207,3,Popukar
208,4,Chestnut
209,4,Shaw
210,6,Exusiai
211,5,Franka
212,4,Rope
213,4,Chestnut
214,3,Popukar
215,4,Roberta
216,5,Proviso
217,4,Vigna
218,4,Cuora
219,4,Sussurro
220,3,Cardigan
221,3,Kroos
222,4,Greyy
223,4,Sussurro
224,5,Franka
225,4,Matoimaru
226,4,Chestnut
227,4,Matoimaru
228,3,Popukar
229,4,Cuora
230,3,Hibiscus
231,3,Catapult
232,4,Sussurro
233,3,Midnight
234,6,Mlynar
1,3,Spot
2,5,Proviso
3,4,May
4,4,Vermeil
5,3,Midnight
6,3,Beagle
7,3,Steward
8,3,Ansel
9,3,Catapult
10,4,Jackie
11,4,Shirayuki
12,3,Lava
13,3,Vanilla
14,3,Catapult
15,5,Franka
16,5,Blacknight
17,3,Steward
18,3,Melantha
19,4,Vigna
20,4,Vermeil
21,4,Deepcolor
22,4,Matterhorn
23,3,Catapult
24,3,Orchid
25,4,Beehunter
26,3,Orchid
27,6,Siege
28,5,Ptilopsis
29,3,Cardigan
30,3,Midnight
31,4,Cuora
32,4,Frostleaf
33,4,Roberta
34,3,Lava
35,3,Fang
36,3,Plume
37,3,Lava
38,3,Catapult
39,4,Frostleaf
40,3,Catapult
41,3,Steward
42,3,Kroos
43,4,Indigo
44,3,Fang
45,4,Scavenger
46,4,Beanstalk
47,3,Hibiscus
48,4,Scavenger
49,4,Beanstalk
50,3,Beagle
51,6,Mlynar
1,4,Greyy
2,3,Plume
3,3,Cardigan
4,3,Spot
5,4,Matterhorn
6,3,Cardigan
7,4,Perfumer
8,4,Aciddrop
9,3,Cardigan
10,5,Iris
11,3,Orchid
12,4,Vermeil
13,4,Utage
14,3,Plume
15,4,Utage
16,3,Spot
17,3,Spot
18,4,Mousse
19,3,Ansel
20,4,Haze
21,3,Fang
22,3,Melantha
23,4,Myrtle
24,3,Catapult
25,3,Catapult
26,4,Chestnut
27,4,Pinecone
28,3,Steward
29,3,Vanilla
30,4,Beanstalk
31,4,Meteor
32,3,Ansel
33,5,Proviso
34,3,Popukar
35,4,Indigo
36,3,Fang
37,3,Spot
38,4,Scavenger
39,4,May
40,3,Beagle
41,5,Franka
42,5,Franka
43,4,Cuora
44,3,Cardigan
45,3,Melantha
46,3,Orchid
47,4,Podenco
48,4,Earthspirit
49,3,Catapult
50,3,Beagle
51,3,Cardigan
52,4,Doberman
53,6,Fartooth
54,4,Scavenger
55,4,Aciddrop
56,4,Greyy
57,3,Ansel
58,5,Franka
59,4,Chestnut
60,3,Lava
61,4,Mousse
62,3,Hibiscus
63,4,Earthspirit
64,4,Vermeil
65,4,May
66,6,Mlynar
1,4,Greyy
2,3,Plume
3,5,Pramanix
4,5,Provence
5,3,Ansel
6,4,Matoimaru
7,5,Manticore
8,3,Kroos
9,4,Utage
10,3,Orchid
11,4,Meteor
12,4,Scavenger
13,4,Utage
14,4,Chestnut
15,4,Podenco
16,5,Andrena
17,3,Catapult
18,5,Franka
19,3,Catapult
20,4,Haze
21,3,Catapult
22,3,Kroos
23,5,Quercus
24,3,Orchid
25,3,Orchid
26,3,Spot
27,4,Haze
28,4,Jaye
29,4,Matoimaru
30,4,Click
31,4,Vigna
32,4,Perfumer
33,4,May
34,4,Doberman
35,4,Beehunter
36,5,Proviso
37,4,Vigna
38,3,Cardigan
39,3,Popukar
40,6,Magallan
41,4,Shirayuki
42,4,Jackie
43,3,Cardigan
44,5,Warfarin
45,4,Sussurro
46,4,Indigo
47,3,Spot
48,4,Mousse
49,5,Kirara
50,4,Earthspirit
51,5,Pramanix
52,3,Catapult
53,4,Haze
54,4,Jessica
55,4,Aciddrop
56,4,Ambriel
57,4,Pinecone
58,3,Beagle
59,4,Jaye
60,3,Catapult
61,4,Utage
62,4,Jaye
63,3,Steward
64,4,Utage
65,4,Beehunter
66,4,Jessica
67,4,Mousse
68,4,Myrrh
69,4,Frostleaf
70,3,Plume
71,4,May
72,4,Meteor
73,4,Roberta
